ID;Name;Club;CA;Age;Nati;Position;Division
1760;Jayden Bogle;Sheff Utd;127;22;ENG;D/WB (R);English Premier Division
1762;Chris Basham;Sheff Utd;124;34;ENG;D (C), DM, M (C);English Premier Division
1765;Ryan Fredericks;Bournemouth;127;30;ENG;D/WB/M/AM (R);English Premier Division
1772;Jay Rodriguez;Burnley;123;33;ENG;AM (RC), ST (C);English Premier Division
1776;Wes Foderingham;Sheff Utd;126;32;ENG;GK;English Premier Division
1780;Marcus Bettinelli;Chelsea;117;31;ENG;GK;English Premier Division
1781;Alfie Doughty;Luton;125;23;ENG;D (L), WB (RL), M (L), AM (RL);English Premier Division
1784;Jack Robinson;Sheff Utd;126;29;ENG;D (LC);English Premier Division
1786;Gabriel Osho;Luton;122;24;ENG;D (RC);English Premier Division
1788;Alex Scott;Bournemouth;132;19;ENG;DM, M (C), AM (RC);English Premier Division
1792;Reece Burke;Luton;118;26;ENG;D (RC);English Premier Division
1795;Ben Osborn;Sheff Utd;121;28;ENG;WB (L), M (LC);English Premier Division
1797;Cameron Archer;Sheff Utd;127;21;ENG;ST (C);English Premier Division
1798;Jordan Clark;Luton;121;29;ENG;M/AM (RC);English Premier Division
1799;Jack Hinshelwood;Brighton;124;18;ENG;D/WB (R), DM, M (C);English Premier Division
1801;Tom Huddlestone;Man UFC;96;36;ENG;DM, M (C);English Premier Division
1805;Cauley Woodrow;Luton;116;28;ENG;AM (C), ST (C);English Premier Division
1806;Pelly-Ruddock Mpanzu;Luton;121;29;ENG;DM, M (C);English Premier Division
1808;Adam Wharton;Crystal Palace;127;19;ENG;DM, M (C);English Premier Division
1809;Daniel Bentley;Wolves;115;29;ENG;GK;English Premier Division
1810;Ethan Nwaneri;Arsenal;115;16;ENG;M (C), AM (RLC), ST (C);English Premier Division
1816;Teden Mengi;Luton;119;21;ENG;D (C);English Premier Division
1817;Morgan Rogers;Aston Villa;125;20;ENG;AM (RLC), ST (C);English Premier Division
1818;Aaron Ramsey;Burnley;125;20;ENG;M/AM (LC);English Premier Division
1819;Shola Shoretire;Man UFC;107;19;ENG;M/AM (C);English Premier Division
1820;Jarell Quansah;Liverpool;122;20;ENG;D (C);English Premier Division
1822;Jesurun Rak-Sakyi;Crystal Palace;114;20;ENG;AM (RL);English Premier Division
1825;Mark Gillespie;Newcastle;120;31;ENG;GK;English Premier Division
1826;Luke Berry;Luton;113;30;ENG;M/AM (C);English Premier Division
1828;Harry Toffolo;Nottm Forest;122;27;ENG;D/WB (L);English Premier Division
1829;Myles Lewis-Skelly;Arsenal;102;16;ENG;DM, M (C);English Premier Division
1830;Dan Potts;Luton;117;29;ENG;D (LC);English Premier Division
1833;Fred Onyedinma;Luton;116;26;ENG;M (R), AM (RL);English Premier Division
1835;Lewis Dobbin;Everton;112;20;ENG;AM (RC), ST (C);English Premier Division
1836;Andre Brooks;Sheff Utd;115;19;ENG;WB (L), M (LC), AM (C);English Premier Division
1841;Reuell Walters;Arsenal;105;18;ENG;D (RLC), WB (R);English Premier Division
1842;James Shea;Luton;113;32;ENG;GK;English Premier Division
1844;Rhys Williams;Liverpool;107;22;ENG;D (C);English Premier Division
1845;Daniel Jebbison;Sheff Utd;112;19;ENG;ST (C);English Premier Division
1848;Jay Spearing;Liverpool;90;34;ENG;DM, M (C);English Premier Division
1850;Divin Mubama;West Ham;110;18;ENG;ST (C);English Premier Division
1852;Kaide Gordon;Liverpool;95;18;ENG;AM (RL);English Premier Division
1853;David Ozoh;Crystal Palace;102;18;ENG;DM, M (C);English Premier Division
1854;Tim Iroegbunam;Aston Villa;117;20;ENG;DM, M (C);English Premier Division
1855;Jude Soonsup-Bell;Tottenham;100;19;ENG;ST (C);English Premier Division
1856;Dane Scarlett;Tottenham;103;19;ENG;ST (C);English Premier Division
1857;Kaine Kesler Hayden;Aston Villa;116;20;ENG;D/WB (RL);English Premier Division
1858;Alfie Gilchrist;Chelsea;106;19;ENG;D (C);English Premier Division
1859;Ellery Balcombe;Brentford;111;23;ENG;GK;English Premier Division
1861;Amario Cozier-Duberry;Arsenal;107;18;ENG;AM (RLC);English Premier Division
1864;Ryan Trevitt;Brentford;113;20;ENG;DM, M/AM (C);English Premier Division
1865;Nathan Young-Coombes;Brentford;97;20;ENG;ST (C);English Premier Division
1866;Joseph Anang;West Ham;102;23;ENG;GK;English Premier Division
1868;Brooklyn Lyons-Foster;Tottenham;104;22;ENG;D (RLC), WB (L);English Premier Division
1869;Andy Lonergan;Everton;102;39;ENG;GK;English Premier Division
1871;Alfie Whiteman;Tottenham;102;24;ENG;GK;English Premier Division
1873;Teddy Sharman-Lowe;Chelsea;80;20;ENG;GK;English Premier Division
1874;Benicio Baker-Boaitey;Brighton;104;19;ENG;AM (RL);English Premier Division
1875;Remi Matthews;Crystal Palace;98;29;ENG;GK;English Premier Division
1877;James Hill;Bournemouth;118;21;ENG;D (RC);English Premier Division
1878;Stan Mills;Everton;109;19;ENG;WB (R), AM (RLC);English Premier Division
1879;Luca Barrington;Brighton;101;18;ENG;M (R), AM (RL);English Premier Division
1880;Billy Crellin;Everton;105;23;ENG;GK;English Premier Division
1882;Joe Whitworth;Crystal Palace;95;19;ENG;GK;English Premier Division
1886;Charlie McNeill;Man UFC;93;19;ENG;ST (C);English Premier Division
1887;Bobby Clark;Liverpool;97;18;ENG;M (C), AM (RLC);English Premier Division
1890;Omari Kellyman;Aston Villa;99;17;ENG;AM (RLC), ST (C);English Premier Division
1891;Charlie Whitaker;Everton;90;19;ENG;AM (RLC);English Premier Division
1892;Ovie Ejeheri;Arsenal;98;20;ENG;GK;English Premier Division
1893;Hubert Graczyk;Arsenal;95;20;ENG;GK;English Premier Division
1894;Odel Offiah;Brighton;99;20;ENG;D (RC), WB (R), DM;English Premier Division
1895;Kyle John;Everton;95;22;ENG;D (RL), WB/M (R);English Premier Division
1896;Tyrell Ashcroft;Tottenham;94;19;ENG;D (RC), WB (R);English Premier Division
1897;Dylan Williams;Chelsea;103;19;ENG;D (LC), WB (L), M (LC), AM (L);English Premier Division
1898;Omari Forson;Man UFC;106;18;ENG;AM (RLC);English Premier Division
1901;Donnell McNeilly;Chelsea;97;17;ENG;AM (RL), ST (C);English Premier Division
1902;Joshua Duffus;Brighton;95;18;ENG;AM (RL), ST (C);English Premier Division
1903;Jimmy-Jay Morgan;Chelsea;98;17;ENG;AM (RLC), ST (C);English Premier Division
1904;Kamari Doyle;Brighton;100;17;ENG;M/AM (C);English Premier Division
1905;Kaelan Casey;West Ham;95;18;ENG;D (C);English Premier Division
1906;Alfie Dorrington;Tottenham;100;18;ENG;D (C);English Premier Division
1909;Ethan Brierley;Brentford;92;19;ENG;DM, M (C);English Premier Division
1911;Mackenzie Hunt;Everton;91;21;ENG;D (L), M/AM (RLC);English Premier Division
1914;Ronnie Stutter;Chelsea;92;18;ENG;AM (RL), ST (C);English Premier Division
1915;Leo Castledine;Chelsea;95;17;ENG;M (C), AM (RLC), ST (C);English Premier Division
1916;George Earthy;West Ham;90;18;ENG;M/AM (C);English Premier Division
1917;Tyler Fredricson;Man UFC;90;18;ENG;D (C), DM;English Premier Division
1918;James McConnell;Liverpool;93;18;ENG;DM, M (RC);English Premier Division
1920;Josh Brooking;Chelsea;91;20;ENG;D (RC), WB (R);English Premier Division
1921;Will Lankshear;Tottenham;95;18;ENG;ST (C);English Premier Division
1922;Nathan Butler-Oyedeji;Arsenal;88;20;ENG;M (R), AM (RL), ST (C);English Premier Division
1923;Levi Laing;West Ham;90;20;ENG;D (RC), DM;English Premier Division
1924;Luke Plange;Crystal Palace;83;20;ENG;AM (RL), ST (C);English Premier Division
1926;Lewis Warrington;Everton;101;20;ENG;DM, M (C);English Premier Division
1929;Joe White;Newcastle;88;20;ENG;M (C), AM (RC);English Premier Division
1932;Jimi Gower;Arsenal;80;18;ENG;DM, M/AM (C);English Premier Division
1933;Lewis Orford;West Ham;90;17;ENG;M/AM (C);English Premier Division
1934;Ollie Scarles;West Ham;95;17;ENG;D (LC), WB (L), DM, M/AM (L);English Premier Division
1935;Francis Okoronkwo;Everton;90;18;ENG;AM (L), ST (C);English Premier Division
1937;Nile John;Tottenham;95;20;ENG;M/AM (C);English Premier Division
1938;Max Robson;Tottenham;95;20;ENG;D/WB (R), AM (C);English Premier Division
1939;Amadou Diallo;Newcastle;95;20;ENG;AM (RLC), ST (C);English Premier Division
1940;James Hillson;Arsenal;90;22;ENG;GK;English Premier Division
1941;Brandon Austin;Tottenham;96;24;ENG;GK;English Premier Division
1943;Tyrique George;Chelsea;90;17;ENG;M (C), AM (RLC), ST (C);English Premier Division
1945;Mikey Moore;Tottenham;91;15;ENG;AM (RLC), ST (C);English Premier Division
1946;Harrison Murray-Campbell;Chelsea;91;16;ENG;D (RLC);English Premier Division
1948;Hindolo Mustapha;Crystal Palace;85;16;ENG;M/AM (C);English Premier Division
1949;Jordan Hackett;Newcastle;95;19;ENG;D/WB (L);English Premier Division
1950;Ishé Samuels-Smith;Chelsea;90;17;ENG;D (LC), WB (L);English Premier Division
1952;Elyh Harrison;Man UFC;90;17;ENG;GK;English Premier Division
1955;Kadan Young;Aston Villa;90;17;ENG;M (R), AM (RL);English Premier Division
1956;Jay Turner-Cooke;Newcastle;96;19;ENG;M (C), AM (RLC), ST (C);English Premier Division
1959;Roshaun Mathurin;Crystal Palace;88;19;ENG;M (R), AM (RL);English Premier Division
1960;Reece Welch;Everton;85;19;ENG;D (C);English Premier Division
1963;Kaden Rodney;Crystal Palace;86;18;ENG;D (R), DM, M (C);English Premier Division
1964;Ethan Williams;Man UFC;83;17;ENG;M (L), AM (RL);English Premier Division
1966;Habeeb Ogunneye;Man UFC;83;17;ENG;D/WB (R);English Premier Division
1967;Dominic Sadi;Bournemouth;82;19;ENG;M/AM (C);English Premier Division
1968;Dante Cassanova;Tottenham;85;19;ENG;D/WB (R), DM;English Premier Division
1971;Taylor Foran;Arsenal;81;19;ENG;D (C);English Premier Division
1972;Zach Abbott;Nottm Forest;88;17;ENG;D (C);English Premier Division
1974;Nathan Fraser;Wolves;85;18;ENG;ST (C);English Premier Division
1975;Toby Collyer;Man UFC;86;19;ENG;DM, M (C);English Premier Division
1976;Ben Winterbottom;Brentford;81;21;ENG;GK;English Premier Division
1977;Zak Sturge;Chelsea;85;19;ENG;D/WB (L);English Premier Division
1978;Michael Golding;Chelsea;82;17;ENG;DM, M/AM (C);English Premier Division
1980;Caylan Vickers;Brighton;96;18;ENG;AM (RLC), ST (C);English Premier Division
1981;Jack Wells-Morrison;Crystal Palace;86;19;ENG;DM, M (C);English Premier Division
1985;Charlie Sayers;Tottenham;82;19;ENG;D (LC);English Premier Division
1987;Oliver Arblaster;Sheff Utd;107;19;ENG;DM, M (C);English Premier Division
1988;Logan Pye;Burnley;82;19;ENG;D/WB (L);English Premier Division
1989;Lee Jonas;Liverpool;83;18;ENG;D (C);English Premier Division
1991;Kiano Dyer;Chelsea;84;16;ENG;DM, M (C);English Premier Division
1993;Tyler Onyango;Everton;87;20;ENG;DM, M (C);English Premier Division
1995;Oakley Cannonier;Liverpool;82;19;ENG;ST (C);English Premier Division
1996;Ethan Ennis;Man UFC;82;18;ENG;AM (RL), ST (C);English Premier Division
1997;Tommy McDermott;Burnley;81;18;ENG;M/AM (C);English Premier Division
1998;Joe Johnson;Luton;83;17;ENG;D/WB (L);English Premier Division
2000;Esapa Osong;Nottm Forest;83;18;ENG;ST (C);English Premier Division
2001;Calum Scanlon;Liverpool;82;18;ENG;D/WB/M/AM (L);English Premier Division
2002;Isaac Mabaya;Liverpool;82;18;ENG;D/WB (R), DM, M (RC);English Premier Division
2003;Lewis Richardson;Burnley;87;20;ENG;ST (C);English Premier Division
2004;Cameron Plain;Bournemouth;85;21;ENG;GK;English Premier Division
2005;Brodi Hughes;Chelsea;80;18;ENG;D (RC), WB (R);English Premier Division
2007;Richard Olise;Chelsea;85;18;ENG;D (RLC), WB (RL);English Premier Division
2009;Victor Akinwale;Crystal Palace;76;18;ENG;ST (C);English Premier Division
2011;Trey Nyoni;Liverpool;76;16;ENG;M/AM (C);English Premier Division
2012;Manni Norkett;Nottm Forest;73;18;ENG;ST (C);English Premier Division
2013;Jayce Fitzgerald;Man UFC;77;16;ENG;DM, M (C);English Premier Division
2014;Emeka Peters;Brentford;77;16;ENG;M/AM (L);English Premier Division
2018;Harry Amass;Man UFC;80;16;ENG;D/WB (L);English Premier Division
2019;Jack Fletcher;Man UFC;78;16;ENG;M/AM (C);English Premier Division
2020;Jaden Williams;Tottenham;80;18;ENG;ST (C);English Premier Division
2021;Axel Piesold;Luton;75;18;ENG;M (C);English Premier Division
2022;Euan Pollock;Bournemouth;75;20;ENG;ST (C);English Premier Division
2023;Charlie Farr;Brentford;69;21;ENG;D/WB/M (R);English Premier Division
2024;Jenson Metcalfe;Everton;78;18;ENG;DM, M (C);English Premier Division
2026;Isaac Heath;Everton;75;18;ENG;M (L), AM (LC);English Premier Division
2028;Josh Robinson;Arsenal;75;18;ENG;D (RC);English Premier Division
2029;Jacob Knightbridge;West Ham;80;19;ENG;GK;English Premier Division
2030;Shea Lacey;Man UFC;80;16;ENG;AM (RC);English Premier Division
2032;Luca Gunter;Tottenham;75;18;ENG;GK;English Premier Division
2033;Sydie Peck;Sheff Utd;80;18;ENG;DM, M/AM (C);English Premier Division
2034;Noah Watson;Crystal Palace;76;20;ENG;D (LC);English Premier Division
2036;David Obou;Crystal Palace;75;17;ENG;M (L), AM (RLC);English Premier Division
2037;Charlie Casper;Burnley;77;18;ENG;GK;English Premier Division
2038;Callum Olusesi;Tottenham;75;16;ENG;M (C);English Premier Division
2044;Romeo Beckham;Brentford;76;20;ENG;M/AM (R);English Premier Division
2045;Roman Dixon;Everton;80;18;ENG;D/WB/M (R);English Premier Division
2046;Kam Kandola;Wolves;80;19;ENG;D (C);English Premier Division
2047;Oliver Tipton;Wolves;75;19;ENG;D (C);English Premier Division
2048;Aaron Keto-Diyawa;Wolves;75;19;ENG;D/WB/M/AM (L);English Premier Division
2049;Terence Miles;Liverpool;77;18;ENG;D (RC), DM;English Premier Division
2050;Tyrese Hall;Tottenham;75;17;ENG;M (C), AM (RLC);English Premier Division
2053;Josh Nichols;Arsenal;75;16;ENG;D/WB (RL);English Premier Division
2054;Osman Kamara;Arsenal;76;16;ENG;AM (RL), ST (C);English Premier Division
2058;Caleb Kporha;Crystal Palace;75;16;ENG;D/WB (R);English Premier Division
2061;Zach Marsh;Crystal Palace;75;17;ENG;M (R), AM (RL), ST (C);English Premier Division
2062;Ayden Heaven;Arsenal;80;16;ENG;D (C), DM, M (C);English Premier Division
2063;Mofe Jemide;Crystal Palace;75;16;ENG;D (C);English Premier Division
2064;Asher Agbinone;Crystal Palace;75;17;ENG;AM (RL);English Premier Division
2067;Ryan Battrum;West Ham;75;17;ENG;D/M (R);English Premier Division
2069;Trevan Sanusi;Newcastle;75;16;ENG;AM (L);English Premier Division
2070;Tommy Pilling;Liverpool;72;18;ENG;DM, M (C);English Premier Division
2071;Fraser Barnsley;Everton;80;18;ENG;GK;English Premier Division
2072;Joe Bauress;Burnley;75;17;ENG;M (C);English Premier Division
2073;Joe Knight;Brighton;72;17;ENG;M/AM (C);English Premier Division
2074;Louie Marsh;Sheff Utd;85;19;ENG;AM (C), ST (C);English Premier Division
2076;Kyrece Lisbie;Brentford;85;19;ENG;AM (R);English Premier Division
2077;Aaron Korpal;Nottm Forest;75;19;ENG;AM (RL);English Premier Division
2079;Nathan Carlyon;Newcastle;75;20;ENG;DM, M (C);English Premier Division
2080;Owen Farmer;Wolves;80;18;ENG;AM (C), ST (C);English Premier Division
2081;Billy Heaps;Tottenham;80;18;ENG;M (C);English Premier Division
2082;Ty Barnett;Wolves;75;17;ENG;M (C), AM (RLC);English Premier Division
2083;Travis Akomeah;Chelsea;79;17;ENG;D (C);English Premier Division
2086;Somto Boniface;Chelsea;79;17;ENG;D/WB (L);English Premier Division
2088;Jamaldeen Jimoh;Aston Villa;75;16;ENG;M (C);English Premier Division
2089;Chisom Afoka;Aston Villa;70;19;ENG;AM (RL);English Premier Division
2090;Harrison McMahon;Chelsea;80;17;ENG;DM, M/AM (C);English Premier Division
2092;Travis Patterson;Aston Villa;75;17;ENG;M (LC), AM (RLC);English Premier Division
2093;Callum McFarlane;Fulham;72;19;ENG;ST (C);English Premier Division
2094;Isaac Holland;Brentford;75;17;ENG;ST (C);English Premier Division
2095;Max Merrick;Chelsea;71;17;ENG;GK;English Premier Division
2096;Ben Jackson;Brighton;75;19;ENG;D (C);English Premier Division
2097;Reiss Russell-Denny;Chelsea;75;17;ENG;DM, M/AM (C);English Premier Division
2098;Harvey Griffiths;Wolves;75;19;ENG;DM, M (C);English Premier Division
2099;Billy Gee;Chelsea;80;17;ENG;D (C), DM, M (C);English Premier Division
2101;Harvey Blair;Liverpool;80;19;ENG;AM (RL), ST (C);English Premier Division
2103;Benn Ward;Burnley;81;19;ENG;D (C), DM, M (C);English Premier Division
2104;Louis Flower;Brighton;75;18;ENG;AM (RL), ST (C);English Premier Division
2105;Marcus Ifill;Brighton;74;19;ENG;M (RL), AM (RLC);English Premier Division
2107;Regan Clayton;West Ham;75;18;ENG;D/WB/M/AM (L);English Premier Division
2108;Matthew Whittingham;Wolves;75;18;ENG;D (L), M (C), AM (L);English Premier Division
2109;Alfie Harrison;Newcastle;74;17;ENG;M/AM (C);English Premier Division
2110;Tom Myles;Man UFC;70;17;ENG;GK;English Premier Division
2114;James Nolan;Man UFC;76;17;ENG;D/WB (RL);English Premier Division
2115;Finley McAllister;Man UFC;78;16;ENG;D/WB (R), DM, M (C);English Premier Division
2116;Jack Moorhouse;Man UFC;73;17;ENG;M/AM (C);English Premier Division
2117;Ethan Wheatley;Man UFC;72;17;ENG;ST (C);English Premier Division
2118;Ashton Missin;Man UFC;74;16;ENG;M (R), AM (RL);English Premier Division
2120;Ruben Curley;Man UFC;70;17;ENG;M (C);English Premier Division
2121;Adam Berry;Burnley;73;17;ENG;M (C), AM (LC);English Premier Division
2122;Alfie Pond;Wolves;85;19;ENG;D (C);English Premier Division
2123;Danny Imray;Crystal Palace;79;19;ENG;D/WB (R);English Premier Division
2124;Vonnte Williams;Crystal Palace;71;18;ENG;D/WB (L);English Premier Division
2125;Oliver Irow;Tottenham;60;17;ENG;AM (RL), ST (C);English Premier Division
2127;Fraser Harper;Wolves;70;16;ENG;M/AM (C), ST (C);English Premier Division
2130;Tyler Whyte;Crystal Palace;60;16;ENG;D/WB (R);English Premier Division
2131;George King;Crystal Palace;60;16;ENG;D (C);English Premier Division
2133;Niall Osborne;Liverpool;61;18;ENG;D/WB (R);English Premier Division
2134;Jacob Beaumont-Clark;Everton;70;17;ENG;M/AM (R);English Premier Division
2136;Sam Rak-Sakyi;Chelsea;66;18;ENG;DM, M (C);English Premier Division
2137;Zain Silcott-Duberry;Chelsea;80;17;ENG;WB/M (RL), AM (RLC);English Premier Division
2138;Jesse Derry;Crystal Palace;70;16;ENG;M (L), AM (RL);English Premier Division
2139;Bradley Moonan;Everton;62;17;ENG;D (C);English Premier Division
2141;Aaron Bott;Nottm Forest;70;18;ENG;GK;English Premier Division
2142;Justin Hanks;Nottm Forest;63;18;ENG;D (RC);English Premier Division
2144;Josh Powell;Nottm Forest;70;18;ENG;D/WB (L), DM;English Premier Division
2145;Joe Gardner;Nottm Forest;65;18;ENG;AM (C);English Premier Division
2146;Jack Nadin;Nottm Forest;68;18;ENG;AM (C), ST (C);English Premier Division
2147;Kie Plumley;Man UFC;65;20;ENG;GK;English Premier Division
2148;Chris Francis;Crystal Palace;63;20;ENG;D (LC);English Premier Division
2149;Noah Cooper;Arsenal;70;17;ENG;GK;English Premier Division
2150;Harrison Dudziak;Arsenal;69;17;ENG;M/AM (C);English Premier Division
2151;Seb Ferdinand;Arsenal;68;17;ENG;AM (RLC);English Premier Division
2152;Romari Forde;Arsenal;64;17;ENG;M/AM (R);English Premier Division
2153;Brian Okonkwo;Arsenal;64;17;ENG;GK;English Premier Division
2154;Ashley Hay;Brentford;63;20;ENG;ST (C);English Premier Division
2155;Kamarni Ryan;Arsenal;65;17;ENG;M/AM (RL);English Premier Division
2156;Coby Small;Arsenal;66;16;ENG;D (C);English Premier Division
2158;Luis Brown;Arsenal;70;17;ENG;D (LC);English Premier Division
2159;Kian Le Fondre;Burnley;62;18;ENG;AM (RL);English Premier Division
2160;Remiero Moulton;Brighton;68;17;ENG;M/AM (C);English Premier Division
2161;Harry Mills;Brighton;72;17;ENG;D/WB/M/AM (L);English Premier Division
2162;Sean Tarima;West Ham;70;18;ENG;D (C);English Premier Division
2164;Marcus Lawrence;Man UFC;63;18;ENG;D (R);English Premier Division
2165;Dante Orr;Tottenham;64;16;ENG;D (R);English Premier Division
2166;Byron Wilson;Brentford;61;17;ENG;D (R);English Premier Division
2167;Herbie James;Tottenham;70;16;ENG;AM (RL), ST (C);English Premier Division
2168;Roman Egan-Riley;Tottenham;67;16;ENG;D (C);English Premier Division
2169;Samual Archer;Tottenham;65;16;ENG;GK;English Premier Division
2170;Timi Adekunle;Tottenham;65;16;ENG;D (RC);English Premier Division
2171;Kain Ryan;Brighton;63;18;ENG;D (C);English Premier Division
2172;George Abbott;Tottenham;64;17;ENG;DM, M (C);English Premier Division
2173;Junior Robinson;West Ham;73;19;ENG;D/WB (R);English Premier Division
2174;Yusuf Akhamrich;Tottenham;70;17;ENG;AM (RL), ST (C);English Premier Division
2175;Rio Kyerematen;Tottenham;65;18;ENG;M (C);English Premier Division
2176;Jahziah Linton;Tottenham;70;18;ENG;D/WB (L);English Premier Division
2177;Riley Owen;Brentford;85;17;ENG;M/AM (L);English Premier Division
2178;Elliot Krasniqi;Tottenham;50;17;ENG;GK;English Premier Division
2179;Harrison Armstrong;Everton;65;16;ENG;DM, M/AM (C);English Premier Division
2180;Bailey Smith;Brighton;60;18;ENG;M (R), AM (RL);English Premier Division
2181;Danny Anisjko;Nottm Forest;62;16;ENG;AM (C);English Premier Division
